,movieId,tmdbId,rating,Awards,Plot,Rated,Year,imdbVotes,Rating_RT,Movie_Name,Movie_Revenue,Movie_Date,Movie_Length,Movie_Budget,Movie_imdb_id,Movie_Genres,Movie_Companies,Movie_Actors,Movie_Keywords,Movie_Collection,Movie_Overview,Movie_Tagline,Movie_Director,Movie_Writer,Movie_Producer,Movie_VoteAvg,Movie_Rating_IMDB,Movie_Rating_Metacritic,TMDB_popularity,Delete
10,,,,3 nominations.,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",PG-13,2018,74540,51%,jurassic world: fallen kingdom,1216198004,6/6/2018,128,170000000,4881806,"['Science Fiction', 'Adventure', 'Action']","['Legendary Entertainment', 'Perfect World Pictures', 'Amblin Entertainment', 'Universal Pictures', 'Apaches Entertainment']","['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall']","['dinosaur', 'raptor', 't rex', 'island', 'sequel']",['Jurassic Park Collection'],"A volcanic eruption threatens the remaining dinosaurs on the island of Isla Nublar, where the creatures have freely roamed for several years after the demise of an animal theme park known as Jurassic World. Claire Dearing, the former park manager, has now founded the Dinosaur Protection Group, an organization dedicated to protecting the dinosaurs. To help with her cause, Claire has recruited Owen Grady, a former dinosaur trainer who worked at the park, to prevent the extinction of the dinosaurs once again.",The park is gone,['J.A. Bayona'],"['Derek Connolly', 'Colin Trevorrow']","['Belen Atienza', 'Patrick Crowley']",7.1,6.6,51,311.822146,0
11,,,,,,,2018,,,lego marvel super heroes: black panther - trouble in wakanda,0,6/4/2018,22,,820525,[],[],[],[],[],"After speaking at the Wakanda Embassy, Black Panther fights Thanos and fends him off with the help of fellow Avengers Captain America, Thor, Iron Man, Hulk, and Black Widow. After regaining conscious, Thanos is approached by Erik Killmonger and Ulysses Klaue in a plot where they will obtain the Vibranium in Wakanda to empower Thanos. When Black Panther discovers this plot, he must work with Shuri, Okoye, and the Avengers to defeat them.",,[],[],[],,,,3.92,1
12,,,,1 win,"Set in the near-future, technology controls nearly all aspects of life. But when Grey, a self-identified technophobe, has his world turned upside down, his only hope for revenge is an experimental computer chip implant called Stem.",R,2018,6682,85%,upgrade,12484148,6/1/2018,96,4000000,6499752,"['Thriller', 'Action', 'Comedy', 'Science Fiction', 'Horror']","['Goalpost Pictures', 'Blumhouse Productions']","['Logan Marshall-Green', 'Richard Anastasios', 'Rosco Campbell']","['dystopia', 'near future', 'revenge', 'splatter', 'violence']",[],"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure ‚Äî an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility ‚Äî skills he uses to seek revenge against the thugs who destroyed his life.",Not man. Not machine. More.,['Leigh Whannell'],['Leigh Whannell'],"['Rosemary Blight', 'Jason Blum']",6.3,7.8,66,15.882862,0
13,,,,1 win & 3 nominations.,A young Jeffrey Dahmer struggles to belong in high school.,R,2018,"6,583",87%,my friend dahmer,1438520,6/1/2018,107,,2291540,"['Biography', 'Horror', 'Drama']",['FilmRise'],"['Zachary Davis Brown', 'Lily Kozub', 'Ross Lynch', 'Vincent Kartheiser']","['1970s', 'coming of age', 'friend', 'strange behavior']",[],A young Jeffrey Dahmer struggles to belong in high school.,Based on the Acclaimed Graphic Novel,['Marc Meyers'],"['Marc Meyers', 'John Backderf']","['Giorgio Angelini', 'William Baker']",,6.4,68,,0
14,,,,1 win & 2 nominations.,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,R,2018,2240,86%,american animals,2800532,6/1/2018,116,3000000,6212478,"['Crime', 'Drama']",['The Orchard'],"['Ann Dowd', 'Evan Peters', 'Barry Keoghan', 'Blake Jenner']","['heist', 'heist gone wrong', 'rare book', 'book', 'disguise']",[],Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,You don't know where the line is until you cross it,['Bart Layton'],['Bart Layton'],"['Daniel Battsek', 'Len Blavatnik']",,7.6,66,,0
15,,,,,"Based on the true story of survival, a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",PG-13,2018,4918,73%,adrift,60645813,6/1/2018,96,35000000,6306064,"['Adventure', 'Action', 'Drama']",['STXfilms'],"['Shailene Woodley', 'Sam Claflin', 'Elizabeth Hawthorne', 'Grace Palmer']","['sailboat', 'love', 'damaged boat', 'storm', 'survival']",[],"Starring Shailene Woodley and Sam Claflin, Adrift is based on the inspiring true story of two free spirits whose chance encounter leads them first to love, and then to the adventure of a lifetime. As the two avid sailors set out on a journey across the ocean, Tami Oldham (Woodley) and Richard Sharp (Claflin) couldn't anticipate they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope for rescue, Tami must find the strength and determination to save herself and the only man she has ever loved. Adrift is the unforgettable story about the resilience of the human spirit and the transcendent power of love.",,['Baltasar Korm·kur'],"['Jordan Kandell', 'Aaron Kandell', 'David Branson Smith']","['Aaron Kandell', 'Jordan Kandell']",,6.7,56,,0
16,,,,,A daredevil designs and operates his own theme park with his friends.,R,2018,1317,20%,action point,5059608,6/1/2018,85,19000000,6495770,['Comedy'],['Paramount Pictures'],"['Johnny Knoxville', 'Brigette Lundy-Paine', 'Susan Yeagley', 'Eleanor Worthington-Cox']","['sex scene', 'jackass star', 'topless']",[],A daredevil designs and operates his own theme park with his friends.,,['Tim Kirkby'],"['Johnny Knoxville', 'John Altschuler', 'Mike Judge', 'Dave Krinsky']","['Derek Freda', 'Bill Gerber']",,4.9,37,,0
17,,,,,A Brooklyn couple has always known that their four-year-old son is more interested in fairy tale princesses than toy cars. But when his preschool director points out that his ...,R,2018,670,52%,a kid like jake,44824,6/1/2018,92,,6884200,"['Family', 'Drama']","['Bankside Films', 'Burn Later Productions', 'Double Nickel Entertainment']","['Priyanka Chopra', 'Claire Danes', 'Ann Dowd', 'Jim Parsons']","['indie movie', 'shrink', 'therapist', 'therapy']",[],"A Brooklyn couple has always known that their four-year-old son is more interested in fairy tale princesses than toy cars. But when his preschool director points out that his gender-nonconforming play may be more than a phase, the couple is forced to rethink their roles as parents and spouses.",,['Silas Howard'],['Daniel Pearle'],"['David Bernon', 'Jackie Bernon']",,4.9,60,,0
18,,,,1 win & 2 nominations.,"During an adventure into a dark criminal underworld, Han Solo meets his future copilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",PG-13,2018,106663,71%,solo: a star wars story,388440898,5/25/2018,135,275000000,3778644,"['Adventure', 'Action', 'Fantasy']",['Walt Disney Pictures'],"['Alden Ehrenreich', 'Joonas Suotamo', 'Woody Harrelson', 'Emilia Clarke']","['star wars', 'han solo', 'millennium falcon', 'spin off']",['Star Wars Collection'],"With the emerging demand of hyperfuel and other resources, Han Solo finds himself in the middle of a heist alongside other criminals, where they meet the likes of Chewbacca and Lando Calrissian in an adventurous situation exposing the criminal underworld.",Never tell him the odds.,['Ron Howard'],"['Jonathan Kasdan', 'George Lucas', 'Lawrence Kasdan']","['Will Allegra', 'Rob Bredow']",,7.2,62,,0
19,,,,,,,2018,,,in darkness,0,5/25/2018,100,,5164184,['Thriller'],['42'],[],[],[],A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,Fear Blinds the Truth,[],[],[],6.3,,,17.329115,1
20,,,,,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",PG,2018,1811,18%,show dogs,35279436,5/18/2018,92,5500000,5691024,"['Comedy', 'Adventure', 'Action']",['Global Road Entertainment'],"['Will Arnett', 'Alan Cumming', 'Stanley Tucci', 'Natasha Lyonne']","['dog movie', 'talking animals']",[],"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",Unleashed and Undercover,['Raja Gosnell'],"['Max Botkin', 'Marc Hyman']","['Max Botkin', 'Nik Bower']",,3,31,,0
21,,,,,"Based on Ian McEwan's novel. In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",R,2018,1220,69%,on chesil beach,2414959,5/18/2018,110,,1667321,"['Romance', 'Drama']",['Bleecker Street'],"['Saoirse Ronan', 'Emily Watson', 'Anne-Marie Duff', 'Billy Howle']","['fear of intimacy', 'year 1962', 'chamber music', 'asexual']",[],"Adapted by Ian McEwan from his bestselling novel, the drama centers on a young couple of drastically different backgrounds in the summer of 1962. Following the pair through their idyllic courtship, the film explores sex and the societal pressure that can accompany physical intimacy, leading to an awkward and fateful wedding night. The film stars Saoirse Ronan, Billy Howle, Anne-Marie Duff, Adrian Scarborough, Emily Watson, and Samuel West.",This is how the entire course of a life can be changed: by doing nothing,['Dominic Cooke'],['Ian McEwan'],"['Babak Eftekhari', 'Wayne Marc Godfrey']",,6.5,62,,0
22,,,,3 wins & 4 nominations.,"A priest of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",R,2018,3029,95%,first reformed,3430843,5/18/2018,108,3500000,6053438,"['Thriller', 'Drama']","['Omeira Studio Partners', 'Fibonacci Films', 'Arclight Films', 'Killer Films', 'Big Indie Pictures']","['Amanda Seyfried', 'Ethan Hawke', 'Cedric the Entertainer']","['religion', 'church', 'suicide', 'environmentalism']",[],A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,,['Paul Schrader'],['Paul Schrader'],"['Brain Beckmann', 'Jack Binder']",8.5,7.7,85,7.989084,0
23,,,,2 wins & 4 nominations.,"Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy of supernatural abilities from the brutal, time-traveling mutant, Cable.",R,2018,"172,043",84%,deadpool 2,733235120,5/18/2018,119,110000000,5463162,"['Comedy', 'Adventure', 'Action']",['Twentieth Century Fox'],"['Josh Brolin', 'Ryan Reynolds', 'Morena Baccarin', 'Zazie Beetz']","['breaking the fourth wall', 'marvel comics', 'mutant']",['Deadpool collection'],"After surviving a near fatal bovine attack, a disfigured cafeteria chef (Wade Wilson) struggles to fulfill his dream of becoming Mayberry's hottest bartender while also learning to cope with his lost sense of taste. Searching to regain his spice for life, as well as a flux capacitor, Wade must battle ninjas, the Yakuza, and a pack of sexually aggressive canines, as he journeys around the world to discover the importance of family, friendship, and flavor - finding a new taste for adventure and earning the coveted coffee mug title of World's Best Lover.",Be the first to see the second coming.,['David Leitch'],"['Rhett Reese', 'Paul Wernick', 'Rob Liefeld', 'Fabian Nicieza', 'Ryan Reynolds']","['Simon Kinberg', 'Stan Lee']",,8.1,66,,0
24,,,,,"A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article ""True Crimes - A postmodern murder mystery"" by David Grann.",R,2018,"1,488",0%,dark crimes,,5/18/2018,92,,,"['Thriller', 'Crime', 'Drama']",['Saban Films'],"['Jim Carrey', 'Charlotte Gainsbourg', 'Marton Csokas', 'Kati Outinen']",[],[],,,['Alexandros Avranas'],"['Jeremy Brock', 'David Grann']",[],,5.1,23,,1
25,,,,,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,PG-13,2018,4590,53%,book club,77283145,5/18/2018,104,10000000,6857166,['Comedy'],['Paramount Pictures'],"['Diane Keaton', 'Jane Fonda', 'Candice Bergen', 'Mary Steenburgen']","['fifty shades of grey', 'book club', 'older women', 'friendship']",[],Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,The Next Chapter is Always the Best.,['Bill Holderman'],"['Bill Holderman', 'Erin Simms']","['Alan Blomquist', 'B. Ted Deiker']",,6.3,53,,0
26,,,,,,,2018,,,inside the royal wedding: harry and meghan,0,5/16/2018,50,,,['Documentary'],['NBC Productions'],[],[],[],"In anticipation of the most talked-about nuptials of the year, Savannah Guthrie and Hoda Kotb of NBC's ""TODAY"" take viewers to London to reveal exclusive insights on the wedding of Prince Harry and Meghan Markle.",,[],[],[],9.5,,,0.803314,1
27,,,,,,,2018,,,royal romance: the marriage of prince harry and meghan markle,0,5/15/2018,120,,,['Documentary'],['CBS Television'],[],[],[],"Royal Romance: The Wedding of Prince Harry and Meghan Markle, a two-hour primetime special looking at the day's events as the American actress and advocate marries into Britain's Royal family in front of a global audience.",,[],[],[],,,,0.552165,1
28,,,,,,,2018,,,grrrl: beauty is the beast,0,5/15/2018,1,,7826518,[],[],[],[],[],"GRRRL is a ground breaking feature length documentary that follows the dramatic journey of Kortney Olson, as she uncovers the impacts of female body standards on females of all ages. She explores why these issue continue to exist in the industry despite overwhelming studies and research showing the damaging effects of these practices on our mental health.",,[],[],[],,,,0.883401,1
29,,,,,,,2018,,,animals under anaesthesia: speculations on the dreamlife of beasts,0,5/13/2018,14,,8457856,['Documentary'],[],[],[],[],"Part lyrical document, part farce, Animals Under Anaesthesia: Speculations On the Dreamlife of Beasts explores the imaginary unconscious minds of animals. Images of sex, death and the natural world are made manifest in the murky and disquieting dreams of a dog, a cat, a pig and a rabbit.",,[],[],[],,,,5.70E-05,1
30,,,,,"In the early 20th century, an aging actress and her lover visit the estate of her elderly brother.",PG-13,2018,355,79%,the seagull,1245449,5/11/2018,98,,4682136,['Drama'],['Sony Pictures Classics'],"['Elisabeth Moss', 'Saoirse Ronan', 'Annette Bening', 'Corey Stoll']","['actress', 'aspiring playwright', 'aspiring actress', 'writer', 'mother son relationship']",[],"An aging actress named Irina Arkadina pays summer visits to her brother Pjotr Nikolayevich Sorin and her son Konstantin on a country estate. On one occasion, she brings Trigorin, a successful novelist, with her. Nina, a free and innocent girl on a neighboring estate, falls in love with Boris Trigorin. As Trigorin lightly consumes and rejects Nina, as the actress all her life has consumed and rejected her son, who loves Nina. The victims are destroyed while the sophisticates continue on their way.",,['Michael Mayer'],"['Anton Chekhov', 'Stephen Karam']","['Kelly Ashton', 'Melanie Bafitis']",,6.1,59,,0
31,,,,1 nomination.,"In the dark heart of a sprawling, anonymous city, TERMINAL follows the twisting tales of two assassins carrying out a sinister mission, a teacher battling a fatal illness, an enigmatic ...",NOT RATED,2018,5899,22%,terminal,625696,5/11/2018,90,,4463816,"['Thriller', 'Crime', 'Drama']",['Beagle Pug Films'],"['Margot Robbie', 'Mike Myers', 'Simon Pegg', 'Max Irons']",[],[],"In the dark heart of a sprawling, anonymous city, TERMINAL follows the twisting tales of two assassins carrying out a sinister mission, a teacher battling a fatal illness, an enigmatic janitor and a curious waitress leading a dangerous double life. Murderous consequences unravel in the dead of night as their lives all intertwine at the hands of a mysterious criminal mastermind hell-bent on revenge.",Three can keep a secret...if two are dead,['Vaughn Stein'],['Vaughn Stein'],"['Tom Ackerley', 'David Barron', 'Annika Cassidy']",,5.3,27,,0
32,,,,,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",PG-13,2018,"7,989",37%,life of the party,65401277,5/11/2018,105,30000000,5619332,['Comedy'],['New Line Cinema'],"['Melissa McCarthy', 'Debby Ryan', 'Gillian Jacobs', 'Adria Arjona']",[],[],"When her husband suddenly dumps her, longtime dedicated housewife Deanna turns regret into re-set by going back to college - landing in the same class and school as her daughter, who's not entirely sold on the idea. Plunging headlong into the campus experience, the increasingly outspoken Deanna -- now Dee Rock -- embraces freedom, fun, and frat boys on her own terms, finding her true self in a senior year no one ever expected.",Give Life The Old College Try,['Ben Falcone'],"['Melissa McCarthy', 'Ben Falcone']","['Ashley Albrecht', 'Ben Falcone']",,5.5,46,,0
33,,,,,A woman fights to protect her family during a home invasion.,PG-13,2018,"2,648",25%,breaking in,49993225,5/11/2018,88,6000000,7137846,"['Crime', 'Action', 'Drama']",['Universal Pictures'],"['Gabrielle Union', 'Billy Burke', 'Richard Cabral', 'Ajiona Alexus']","['woman', 'home invasion', 'tied feet']",[],A woman fights to protect her family during a home invasion.,Payback is a Mother,['James McTeigue'],['Ryan Engle'],"['James Lopez', 'Jeff Morrone']",,5,42,,0
34,,,,,,,2018,,,the real princess diaries: from diana to meghan,0,5/7/2018,60,,,['Documentary'],['E.I. Productions'],[],[],[],"Breaking down the future of the modern day Princess through the lives of three trailblazing women: Diana, Princess of Wales, Kate Middleton, Duchess of Cambridge, and Meghan Markle. The special features a roster of royal, pop culture, and style experts including Karamo Brown, Michelle Lee, Melanie Bromley, Zanna Roberts Rassi, Heather Cocks & Jessica Morgan, and more.",,[],[],[],,,,0.423994,1
35,,,,1 nomination.,A mother of three hires a night nanny to help with her newborn.,R,2018,"6,769",88%,tully,14574815,5/4/2018,96,,5610554,"['Comedy', 'Drama']",['Focus Features'],"['Charlize Theron', 'Mackenzie Davis', 'Mark Duplass', 'Ron Livingston']","['woman', 'mother', 'motherhood', 'autism']",[],"The film is about Marlo, a mother of three including a newborn, who is gifted a night nanny by her brother. Hesitant to the extravagance at first, Marlo comes to form a unique bond with the thoughtful, surprising, and sometimes challenging young nanny named Tully.",From the People Who Brought You Juno and Young Adult,['Jason Reitman'],['Diablo Cody'],"['Jason Blumenfeld', 'Jason Cloth', 'Diablo Cody']",,7.4,75,,0
36,,,,,,,2018,,,the cleanse,0,5/4/2018,81,,3734354,"['Fantasy', 'Comedy', 'Drama']",['Alcide Bava Productions'],[],[],[],"The story of a heartbroken man who attends a spiritual retreat, only to discover that the course releases more than everyday toxins and traumatic experiences.",We all have our demons.,[],[],[],6,,,4.711689,1
37,,,,2 wins & 5 nominations.,A look at the life and work of Justice Ruth Bader Ginsburg.,PG,2018,1501,93%,rbg,13259746,5/4/2018,97,,7689964,['Documentary'],['Magnolia Pictures'],"['Ruth Bader Ginsburg', 'Gloria Steinem', 'Nina Totenberg']","['judge', 'supreme court', 'gender equality', 'civil rights', 'sexism']",[],"At the age of 84, U.S. Supreme Court Justice Ruth Bader Ginsburg has developed a breathtaking legal legacy while becoming an unexpected pop culture icon. But without a definitive Ginsburg biography, the unique personal journey of this diminutive, quiet warrior's rise to the nation's highest court has been largely unknown, even to some of her biggest fans - until now. RBG is a revelatory documentary exploring Ginsburg's exceptional life and career from Betsy West and Julie Cohen, and co-produced by Storyville Films and CNN Films.",Hero. Icon. Dissenter.,"['Julie Cohen', 'Betsy West']",[],"['Julie Cohen', 'Amy Entelis']",,7.5,72,,0
38,,,,,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee. A remake of the 1987 comedy.",PG-13,2018,5282,26%,overboard,91244913,5/4/2018,112,12000000,1563742,"['Romance', 'Comedy']",['Pantelion Films'],"['Anna Faris', 'Eugenio Derbez', 'John Hannah', 'Eva Longoria']","['job', 'blond hair', 'remake']",[],"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",A riches to rags story. If only he could remember it.,"['Bob Fisher', 'Rob Greenberg']","['Bob Fisher', 'Leslie Dixon', 'Rob Greenberg']","['Eugenio Derbez', 'Brendan Ferguson']",,5.6,32,,0
39,,,,,A pair of burglars stumble upon a woman being held captive in a home they intended to rob.,R,2018,1766,52%,bad samaritan,4144170,5/4/2018,108,,3203528,"['Horror', 'Thriller']",['Electric Entertainment'],"['David Tennant', 'Kerry Condon', 'Robert Sheehan', 'Jacqueline Byers']","['burglar', 'maserati', 'captive', 'bound and gagged']",[],A pair of burglars stumble upon a woman being held captive in a home they intended to rob.,,['Dean Devlin'],['Brandon Boyce'],"['Dean Devlin', 'Brandon Lambdin']",,6.3,49,,0
40,,,,,,,2018,,,tremors: a cold day in hell,0,5/1/2018,98,,6086082,"['Action', 'Horror', 'Science Fiction']","['Universal Pictures', 'Universal 1440 Entertainment']",[],[],['Tremors Collection'],"Burt Gummer (Michael Gross) and his son Travis Welker (Jamie Kennedy) find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom ‚Äî but to do that, someone will have to figure out how to milk a Graboid!",,[],[],[],5.6,,,12.647597,1
41,,,,,,,2018,,,this mountain life,0,4/30/2018,77,,7748076,"['Documentary', 'Adventure']",[],[],[],[],"A daughter and her 60-year-old mother's arduous 2,300-kilometre trek to Alaska is the thread that binds these intimate portraits together.",,[],[],[],,,,0.889444,1
